FMID;MarketName;Website;street;city;zip;Season1Date;x;y
4369841696;Bar mleczny Kuchnia;no data; ;no data;no data;no data;20.9614873;52.2458432
4369872308;Werona;no data;Witolda Budryka 7;Be≥chatÛw;97-400;"Mo-Fr 11:00-18:00; Sa-Su 11:00-16:00";19.3898609;51.3562515
4369986677;Pe≥nö Parö;no data; ;no data;no data;no data;21.0146308;52.2200722
4369996690;Gospoda u ålözaka;no data;Or≥a Bia≥ego 32;Borne Sulinowo;78-449;no data;16.5321891;53.5774328
4370249551;Restauracja Impel;no data;MOP Tulce ;no data;no data;Mo-Su 06:00-22:00;17.0924058;52.3294365
4370653825;Pizzeria Atmosfera;http://www.pizzeria-atmosfera.pl;Dywizjonu 303 5;Sochaczew;96-500;"Mo-Th 12:00-22:00; Fr-Sa 12:00-24:00; Su 12:00-22:00";20.2338388;52.2176969
4370803916;Pub The William Wallace;no data;JÛzefa Bema 44113;S≥upsk;76-200;no data;17.029334;54.4664255
4371085309;Bia≥y KrÛlik;no data; ;no data;no data;no data;18.5401056;54.4811308
4371215071;Pizza Hut;https://pizzahut.pl/;Aleja Marsza≥ka JÛzefa Pi≥sudskiego 1;Marki;05-270;no data;21.0852093;52.3054154
4371576088;Drink bar hotelu Olivia Medical SPA;no data; ;no data;no data;10:00-23:00;19.8225061;49.7321304
4371576189;Restauracje hotelu Olivia Medical SPA;no data; ;no data;no data;12:00-22:00;19.8225479;49.7321569
4371706324;Nowy Port;no data; ;no data;no data;no data;18.0049641;53.1227769
4372549399;Dom Weselny FENIKS;no data;S≥owicza 1;AugustÛw;16-300;no data;22.95488;53.84475
4373181406;Bonnapetit;http://bona-ppetit.pl/;GÛrczewska 224;Warszawa;01-460;no data;20.9013948;52.2396376
4373468731;Pizzeria Verona;no data; ;no data;no data;no data;16.0686406;51.5038518
4373622791;Uki Uki;no data; ;no data;no data;"Mo-Sa 12:00-21:00; Su 12:00-20:00";21.017581;52.2273627
4373710278;Pizzeria;no data; ;no data;no data;no data;18.0487829;50.5707347
4373713216;Dom Weselny Anna;http://www.domweselny-anna.pl/index.html;Bökowska 34A;Warlubie;86-160;no data;18.6202893;53.5823206
4374041056;PomaraÒcza;no data; ;no data;no data;no data;20.4779057;53.7770747
4374560890;Blisko Bistro;https://www.facebook.com/bliskobistro;Karmelicka 54/2;no data;no data;Mo-Su 09:00-20:00;19.9278872;50.0677254
4374599289;Bar Smakosz;no data;Ludwika WaryÒskiego 30/31;GdaÒsk;80-433;"Mo-Fr 10:00-18:00; Sa 10:00-16:00";18.6134761;54.3811624
4374601140;House of Seitan;https://www.facebook.com/pyszniutkie/;Wajdeloty 3;GdaÒsk;80-437;closed;18.6130146;54.3817203
4375857798;Sokotra;http://www.sokotra.pl; ;no data;00-515;no data;21.0167032;52.2249627
4375975101;Pizzeria Fresco;https://www.frescosochaczew.pl/;Stefana Øeromskiego 9;Sochaczew;96-500;"Mo-Th 11:00-22:00; Fr-Sa 11:00-00:00; Su 11:00-22:00";20.2407423;52.2301591
4376755228;Zajazd u Jana;no data;41;no data;59-500;no data;15.9228264;51.1400751
4376806148;Dom weselny;no data; ;no data;no data;no data;15.9231296;51.127695
4376925610;Kuünia SmakÛw;no data; ;no data;no data;no data;16.2038991;51.0462568
4377349093;Bulaj;http://www.bulaj.pl/; ;no data;no data;no data;18.5640788;54.4534428
4377977927;Bento Sushi;no data; ;no data;no data;no data;19.4908463;51.7107223
4378846910;Kuchnia Polska - Obiady domowe;no data;3 Maja 18B;Polkowice;59-101;Mo-Sa 10:00-17:00;16.07212;51.50432
4378874599;Restauracja Uniwersytecka;no data; ;no data;no data;Mo-Su 12:00-22:00;16.0764616;51.5105413
4379220291;Zielona Oberøa;http://www.zielonaoberza.pl;PowstaÒcÛw ålöskich 10;Osiek;47-175;Mo-Sa 16:00-00:00, Su 12:00-00:00;18.303534;50.5928486
4380483192;Kubuú Puchatek;no data; ;no data;no data;no data;20.3578146;51.1171717
4380992962;Dobre Smaki;https://www.facebook.com/Dobre-Smaki-2034585150086447/;Osiedle Kolorowe 20D;DzierøoniÛw;58-200;"Mo-Fr 11:00-17:00; Sa 11:00-15:00";16.6425989;50.734827
4381023877;Pizzariada;www.pizzariadakrakow.pl;Tadeusza Romanowicza 15;no data;no data;no data;19.9630092;50.0471358
4381037554;Doro;https://www.facebook.com/doro.restauracjawloska/;åwidnicka 47;DzierøoniÛw;58-200;Mo-Su 12:00-22:00;16.6418737;50.7338634
4381089198;Pe≥na Micha;https://www.facebook.com/pelnamichadzierzoniow/;Osiedle RÛøane 5E;DzierøoniÛw;58-200;"Mo-Fr 11:00-18:00; Sa 10:00-16:00";16.653285;50.7394009
4381423942;Sala weselna Zacisze;no data; ;no data;no data;no data;22.852481;52.9890421
4381858607;"""Pizza na hali""";no data; ;no data;no data;no data;20.8394623;51.0371943
4382180818;Zajadalnia Pod Anio≥ami;no data;Armii Krajowej 32B;no data;no data;no data;19.3978856;51.7438697
4382456080;Mila;no data;Uzdrowiskowa 18;åwinoujúcie;72-600;no data;14.258265;53.9192471
4382467285;Skrzydlaty Byk;no data;Wolnoúci 237;Zabrze;41-800;no data;18.7776633;50.3066181
4382512189;Vis a Vis;http://www.restauracja-visavis.pl; ;no data;59-220;"Mo-Fr 11:30-23:00; Sa-Su 12:00-23:00";16.1638413;51.2080977
4382558779;San Francisco;no data; ;no data;no data;no data;14.2575229;53.9193367
4382558780;Venezia;no data; ;no data;no data;no data;14.258186;53.9192571
4382558781;Promenada;no data; ;no data;no data;no data;14.2578232;53.9192736
4382558782;Mistral;no data; ;no data;no data;no data;14.2570632;53.9193641
4383582190;Gasthaus Kristina's;no data; ;no data;no data;no data;14.1433074;52.8314793
4383737095;Hanoi;no data; ;no data;no data;no data;18.5073585;52.0188179
4383885012;Promenada;no data; ;no data;no data;no data;14.2595748;53.9202514
4383937749;Dom Weselny;https://www.gdziewesele.pl/Domy-weselne/Dom-Weselny-w-Zieleniewie.html; ;no data;no data;no data;15.5323179;54.1397075
4384278890;Agawa;no data; ;no data;no data;no data;19.1929287;52.0580858
4384448237;Bianco;http://pizzabianco.pl;Krzycka 1c lok. d;Wroc≥aw;53-022;no data;17.0050805;51.0746071
4384467840;Rumbar;https://www.facebook.com/rumbarwro/;åwiÍtego Antoniego 43923;Wroc≥aw;50-073;Mo-We 15:00-24:00, Th 15:00-02:00, Fr 15:00-04:00, Sa 14:00-04:00, Su 14:00-24:00;17.0261661;51.1082998
4385037856;Dana;no data; ;no data;no data;no data;16.4496519;52.6267841
4385038929;Diavolo;no data; ;no data;no data;no data;16.4498892;52.6268145
4385497290;Retro;no data; ;no data;no data;no data;22.127715;50.570169
4386718305;Pod Lampionami;http://podlampionami.pl/;Woüna 19/20;PoznaÒ;61-777;Mo-Su 12:00-22:00;16.9363663;52.4078882
4386754333;Pizzeria Serrano;no data; ;no data;no data;no data;18.5635988;54.3395456
4387041791;Przystanek Pieroøkowo;https://mobile.facebook.com/przystanekpierozkowo/;Pu≥awska 11 lok.17B;no data;no data;"Mo-Fr 11:00-19:00; Sa-Su 11:00-17:00";21.0216557;52.2112309
4387428982;Pochlebna;http://pochlebna.pl; ;no data;no data;"Mo-Th 08:00-23:00; Fr,Sa 08:00-24:00; Su 08:00-21:00";17.0253255;51.1092931
4387530192;Alpejska Chata;no data;Czyøowicka 65B;Wodzis≥aw ålöski;44-300;no data;18.4420638;49.9937731
4387530194;Mustang;no data;Czyøowicka 120;Wodzis≥aw ålöski;44-300;no data;18.4288817;49.9889069
4387849337;Wzorcowa;no data; ;no data;no data;no data;15.9140255;51.1231591
4389690092;Huong Viet;http://www.huongviet.pl; ;no data;41-500;Mo-Su 10:00-10:00, 22:00-22:00;18.9462185;50.2904408
4390034606;Contra;no data;Rogowska 1;Wodzis≥aw ålöski;44-300;no data;18.4393395;50.0002263
4392452389;Fugu Sushi;no data; ;no data;no data;"Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-21:00";21.0524929;52.1728409
4392773322;Bufet;no data; ;no data;no data;no data;22.7067531;49.6303585
4393582592;,,JarzÍbina'';no data; ;no data;no data;no data;19.4555062;51.7989112
4393782189;Kraina PierogÛw;http://waw.krainapierogow.eu/; ;no data;no data;"Mo-Fr 11:00-20:00; Sa 12:00-18:00";20.9878331;52.2478273
4394419692;Bar Kartuska;no data;Kartuska 26;GdaÒsk;no data;no data;18.6320392;54.3503018
4394503264;Ajax;no data;Aleja Krakowska 63;Janki;05-090;no data;20.8944087;52.1248038
4394520975;Turkusowa;no data; ;no data;no data;no data;19.0056092;49.9127859
4394533692;Stara Piekarnia;no data; ;no data;no data;no data;22.6896268;50.0156055
4395441827;Spacca Napoli;http://spaccanapoli.pl;åwiÍtokrzyska 30;Warszawa;00-116;"Mo-Th, Su 12:00-22:00; Fr 12:00-23:00; Sa 12:00-24:00";21.0054302;52.2348657
4395489770;Prosecco;no data;åwiÍtokrzyska 34;Warszawa;00-116;no data;21.0008416;52.2339624
4395489771;Saint Jacques;no data;åwiÍtokrzyska 34;Warszawa;00-116;no data;21.0014926;52.2340922
4395500051;Zushi point;no data;åwiÍtokrzyska 32;Warszawa;00-116;"Mo-Sa 12:00-23:00; Su 13:00-22:00";21.0039124;52.2345484
4395761641;Camaro Pizzeria;no data;Kupiecka 5;SulÍcin;69-200;"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00";15.1197239;52.4395627
4396293331;Airy-Fairy;no data; ;no data;no data;no data;19.9468301;50.063763
4396299042;Karczma;no data; ;no data;no data;no data;19.9488857;49.2979504
4396309792;Pstrag Gorski;no data; ;no data;no data;no data;19.9496295;49.2958617
4396310100;Przytulia;no data; ;no data;no data;no data;19.9451098;49.2950965
4396311458;Stek Burger;no data; ;no data;no data;no data;19.9597309;49.2921947
4396314708;Venezia;no data; ;no data;no data;no data;17.9197512;50.6689412
4396320606;Vivere Italiano;https://vivereitaliano.pl/;Ofiar OúwiÍcimskich 21;Wroc≥aw;50-069;no data;17.0320943;51.1083537
4396322450;Inna Bajka;http://www.restauracjainnabajka.pl/;OdrzaÒska 18-19;Wroc≥aw;50-113;09:00+;17.0317865;51.1131855
4396326046;Capri;http://www.capripizza.pl;WiÍzienna 21b;Wroc≥aw;50-118;no data;17.0322459;51.1122815
4396369244;Gra SmakÛw;no data; ;no data;no data;no data;17.6189217;53.693584
4396677120;Holiday;no data; ;no data;no data;no data;23.0690189;54.0790538
4397679189;Dobra Kasza Nasza;no data;KrupÛwki 50;Zakopane;34-500;"Mo-Th 12:00-21:00; Fr-Su 11:00-22:00";19.958322;49.292156
4397738002;Suszi Surowizna;no data;Rakowiecka 39a;no data;no data;no data;21.0075899;52.2073267
4397848046;Wok;no data; ;no data;no data;no data;19.9427923;50.0511529
4397850553;Maciel;no data; ;no data;no data;no data;19.9430078;50.0508949
4397851152;Le Pizzette di Rebecca;no data; ;no data;no data;no data;19.9430876;50.0509252
4397853195;Wroc≥awska;https://wroclawska.com.pl;Szewska 59/60;Wroc≥aw;50-139;Su-Th 12:00-22:00, Fr-Sa 12:00-00:00;17.0349659;51.1111604
4397858911;Silvano;no data; ;no data;no data;no data;19.9464672;50.0546091
4397860824;Kopalnia Smaku;http://www.restauracjakopalniasmaku.pl;Edwarda Dembowskiego 7;no data;32-020;Mo-Su 10:00-22:00;20.0566202;49.9846281
4397867289;Sto≥Ûwka studencka;no data; ;no data;no data;"Mo-Fr 10:00-18:00; Sa-Su 12:00-18:00";19.9078543;50.0686392
4398265096;Browar Kociewski;no data;Skarszewska 5;Starogard GdaÒski;83-200;no data;18.5200698;53.9752558
4398991491;Specjalista;no data; ;no data;no data;no data;17.7185632;51.0703308
4399989406;Do Pieca;www.dopieca.pl;Jana Kochanowskiego 1;no data;no data;no data;19.0202439;50.2562371
4402700277;Bar orientalny Ninh-Giang;no data; ;no data;no data;"Mo-Fr 10:00-22:00; Sa-Su 11:00-21:00";20.9370313;52.290841
4402820297;Belle Epoque Restauracja;http://dwor-prezydencki.pl/restauracja/;Dworska 1;Zg≥obice;33-113;"Mo-Fr 16:00-21:00; Sa 14:00-21:00; Su 12:00-21:00";20.9023266;49.9747479
4403790992;Bistro u PrzyjaciÛ≥;no data; ;no data;no data;no data;21.0044749;52.1827464
4403844728;Restauracja Czerwona;no data; ;no data;no data;no data;18.9501197;50.2974024
4405181367;Qbryk;no data; ;no data;no data;no data;18.1211428;50.4215962
4405932589;Sajgon;no data;Szewska 44;Wroc≥aw;50-139;no data;17.0359564;51.113521
4406024135;Sushi Friday;no data; ;no data;no data;no data;20.6511277;52.4460533
4406108591;Oliwka kuchnie úwiata;no data; ;no data;no data;no data;19.9047883;50.0692735
4406504160;Coffee & Restaurant;no data; ;no data;no data;no data;19.7080065;51.9002131
4406616292;Casino Diner;no data; ;no data;no data;no data;18.6499706;54.3517653
4406717205;Restauracja Forma;http://restauracjaforma.pl/;Odeska 1;Bia≥ystok;15-406;Mo-Su 10:00-22:00;23.1498279;53.1299794
4406795151;Bar mleczny Miodzio;http://www.barmiodzio.pl;Jana III Sobieskiego 3C/61;OstrÛda;14-100;"Mo-Fr 09:00-18:00; Sa 11:00-17:00; Su 11:00-16:00";19.965184;53.6936504
4407055873;Restauracja Kolumnowa;no data; ;no data;no data;no data;18.8292432;53.8344183
4408188091;Pod Prödem;https://www.facebook.com/pages/Pod-Pr%C4%85dem/965511693523343;RzemieúlnikÛw ;no data;no data;Fr-Su 17:00-22:00;18.5339025;50.3424586
4408395290;Kulka cafe;no data;Towarowa 41/210;PoznaÒ;61-896;no data;16.9163347;52.4046043
4408894491;Specja≥y Regionalne;http://www.restauracja-specjalyregionalne.pl/; ;no data;no data;Mo-Su 12:00-23:00;21.0190842;52.2345349
4411201524;Massandra;no data; ;no data;no data;Mo-Su 11:00-22:00;15.428029;53.165669
4411401283;Trzy Schody;no data;Mieszka I 1/1A;Wroc≥aw;no data;"Mo-Fr 10:00-19:00; Sa 11:00-17:00; Su off";17.0426258;51.1169169
4412192015;Bar S7;no data; ;no data;no data;Mo-Su 07:30-22:00;20.9090128;51.7471906
4412224628;Restauracja Nihil Novi;no data; ;no data;no data;no data;21.1422895;51.4034687
4412801921;Warzelnia;http://warzelnia.y0.pl; ;no data;no data;"Su-Th 11:00-24:00; Fr-Sa 11:00-02:00";16.9324027;52.4078909
4412909021;Pod Niebieniem;https://www.facebook.com/PodNiebieniem; ;no data;no data;"Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:00";16.9328435;52.407672
4413876538;Od Kuchni;https://www.odkuchni-restauracja.pl/;Fryderyka Chopina 8;Lublin;20-026;no data;22.5542098;51.2460241
4414400906;Restauracja BRAXTON Zamkowa;http://www.braxton.info.pl/; ;no data;no data;no data;18.2205484;50.0961843
4416814645;Arka;no data; ;no data;no data;no data;18.3536715;52.3227291
4417113697;Bez Tytu≥u;no data; ;no data;no data;"Mo-Th 12:00-22:00; Fr-Sa 12:0-23:00";21.0120591;52.2251801
4417506676;StÛ≥ i wÛ≥;http://www.stoliwol.pl; ;no data;no data;"Mo-Su 12:00-24:00; Fr,Sa 12:00-04:00";22.5666192;51.2477219
4417646733;Soul Kitchen Bistro;http://www.soulkitchen.pl; ;no data;no data;"Mo 17:00-22:00; Tu-Th 12:00-22:00; Fr-Su 12:00-23:00";21.0148922;52.2294613
4417922457;Tuitam - pierogarnia chiÒska;no data; ;no data;no data;no data;18.5077037;54.468677
4418035193;InoWino Wine Bar & Bistro;http://www.inowino.pl; ;no data;no data;no data;18.5487063;50.0942673
4418159966;Bistro u Zajöczka;no data; ;no data;no data;no data;14.8736266;52.4532465
4418162797;BeKeF;no data; ;no data;no data;no data;21.0155125;52.2267293
4418499189;Restauracja Trylinka;no data;W≥adys≥awa TryliÒskiego 2;Olsztyn;10-683;Mo-Fr 07:00-16:00;20.5231881;53.766302
4418780693;Cucina Restaurant;https://www.cucina88.pl/;Stanis≥awa WyspiaÒskiego 26A;PoznaÒ;60-751;Mo-Sa 07:30-23:00, Su 07:00-18:00;16.893269;52.4003607
4419326291;Restauracja U Zamoyskiego;no data; ;no data;no data;no data;21.7019172;52.5172167
4419410450;Oberøa pod Szybem;no data; ;no data;no data;no data;16.0415988;51.5531987
4420153274;Tawerna Rybacka;http://rybackatawerna.pl/;Rybacka 4;Jaros≥awiec;76-107;Mo-Su 10:00-22:00;16.5400766;54.5415224
4420706661;Phenix;no data;Piotrkowska 175a/177;£Ûdü;90-447;no data;19.4586328;51.7577021
4420790343;Introligatornia;http://www.introligatorniasmaku.pl;JÛzefa 20;no data;no data;no data;19.9447768;50.0507408
4421008579;Sphinx;no data; ;no data;no data;no data;15.0455427;53.338328
4421011499;Da Grasso;no data; ;no data;no data;no data;15.0353426;53.3412631
4421011500;Margherita;http://www.margherita.stargard.com.pl;Marsza≥ka JÛzefa Pi≥sudskiego 13;Stargard;73-110;Mo-Su 12:00-23:00;15.0354874;53.3415482
4421215098;Dworek RÛøany;http://dworekrozany.pl/;O≥awska 36;no data;46-100;Mo-Su 12:00-22:00;17.6979939;51.0719568
4421511070;Stacja Kurczak;no data;Ma≥opolska 6a;Miastko;77-200;no data;16.9681217;53.9963855
4421643650;tRio MOLO;no data; ;no data;no data;"09:00-21:00; Fr,Sa 09:00-22:00";15.5624236;54.1883662
4421819839;Niez≥y Dym;https://www.facebook.com/niezlydym/; ;no data;no data;no data;17.0318493;51.1054763
4421820831;Dinette;https://www.facebook.com/dinettepl;Plac Teatralny 8;Wroc≥aw;50-051;no data;17.0316576;51.1058198
4421924298;Bieszczadzka;no data; ;no data;no data;no data;17.3253745;50.4778017
4423417526;Bar S≥oneczny;no data; ;no data;no data;no data;23.1606581;53.133199
4423443193;Halniakowy DwÛr;no data; ;no data;no data;Sa-Su 00:00-24:00;18.89965;49.57395
4424227225;Pod K≥osem;no data; ;no data;no data;no data;17.3352347;50.5150064
4424414762;O Sole Mio;no data; ;no data;no data;no data;15.3232309;51.6142574
4424414765;Zamkowa;no data; ;no data;no data;no data;15.3241817;51.613767
4425032093;Puchatek;no data;Plac S≥owiaÒski 7;Malbork;82-200;Mo-Fr 09:00-17:00;19.0240093;54.0343688
4425083889;Castello Pizzeria;no data; ;no data;no data;no data;19.0325254;54.0359029
4425096590;Pizza Kanguregano;no data; ;no data;no data;no data;16.2145089;54.1931045
4425270395;Red Rock City;no data;Marii Sk≥odowskiej-Curie 3;no data;no data;Mo-Su 12:00-22:00;22.5491955;51.24608
4425692874;Fanaberia;no data;Podporucznika Edmunda £opuskiego 39;Ko≥obrzeg;78-100;"Mo-Sa 07:00-17:00; PH off";15.5650997;54.173163
4426169697;Osteria pizzeria;http://osteria.com.pl/; ;no data;no data;"Mo-Sa 11:00-23:00; Su 12:30-23:00";22.5057652;52.9148431
4426187689;Pizzeria Novecento;https://www.facebook.com/NovecentoPizzeria/;Micha≥a P≥oÒskiego 31;no data;no data;no data;16.8666805;51.1451597
4426238594;Restauracja Ludowa;https://www.facebook.com/Ludowa11/;Ludowa 11;Wysokie Mazowieckie;18-200;"Mo-Fr 11:00-21:00; Sa,Su 13:00-22:00";22.5157267;52.9158127
4426574292;S≥owiaÒska;http://www.slowianska.com.pl/;G≥Ûwna 26;Szepietowo;18-210;Mo-Sa 06:00-20:00;22.5474822;52.8672487
4426707091;Heavy Meat;no data;Micha≥a P≥oÒskiego 31/U7;Wroc≥aw;54-002;Tu-We 13:00-21:00, Th 12:00-21:00, Fr-Su 12:00-22:00;16.8667038;51.1452511
4427362536;Bar Prosiaczek;http://www.naszelokale.pl/www/restauracja-prosiaczek/; ;no data;no data;no data;17.031506;50.7776957
4427704490;Ha-Noi;http://www.ha-noi.com.pl;Teodora Parnickiego 1;no data;no data;Mo-Su 10:00-22:00;17.0293654;51.1392222
4428222540;Il patio;http://ilpatio.pl; ;no data;no data;no data;21.0025652;52.2294268
4428222541;Planet Sushi;http://www.planetsushi.pl; ;no data;no data;no data;21.0025161;52.229528
4429154389;Forni Rossi;http://www.fornirossi.com/;Naramowicka 92;PoznaÒ;61-619;"Mo-Sa 11:00-22:00; Su 12:00-20:00";16.9482361;52.4373788
4429155370;U szewca;no data; ;no data;no data;no data;22.5688765;51.2490159
4429678739;Curry Leaf;no data;Josepha Conrada 5;no data;no data;no data;20.929476;52.2708311
4429808494;Chata u Kowalskich;no data; ;no data;no data;no data;20.9244576;52.2750575
4430331735;Zajazd Pod Olchami;no data;Sosnowa ;Czaplinek;no data;no data;21.1381807;51.9468639
4430444989;Koku Sushi;no data;Aleja Grunwaldzka 472;GdaÒsk;80-309;Mo-Fr 11:00-21:00, Sa 12:00-21:00, Su 12:00-20:00;18.5711578;54.4025194
4430518490;Restauracja na Starych Policach;no data; ;no data;no data;no data;14.5685881;53.5514789
4431092944;Club JagÛdka;no data; ;no data;no data;no data;19.9460191;49.9197021
4432223951;Volter;no data;Kartuska 362B;GdaÒsk;80-125;no data;18.562062;54.3387602
4433332820;Pizzeria Capricorno;no data; ;no data;no data;no data;14.5506403;53.5440385
4434607121;Malibu;no data;Lipowa 28;SÍkowo;64-541;no data;16.4385238;52.5019143
4435067192;SUNRISE;http://www.sunrise.net.pl;Nadmorska 34;no data;76-107;Mo-Su 10:00-22:00;16.5378313;54.5418712
4435163693;DwÛr Korona Karkonoszy;no data; ;no data;no data;no data;15.720736;50.8221599
4435837288;Green Word;http://green-world.com.pl;DowborczykÛw 25;£Ûdü;no data;09:00-17:00;19.4691369;51.7625005
4435840029;Lawenda;no data;Targowa 37;£Ûdü;no data;no data;19.4717843;51.7613002
4436457191;Hoshi Sushi;no data; ;no data;no data;Mo-Su 10:00-22:00;22.0130069;50.0281106
4436509480;Mac-Benz - restauracja;no data; ;no data;no data;no data;16.6049805;52.601014
4437416673;Well Done;no data; ;no data;no data;no data;19.1894143;50.3255321
4437553289;sala weselna;no data; ;no data;no data;no data;22.0578451;52.8906883
4437684500;Golonkowo;http://www.golonkowopiwne.pl/;Genera≥a Stanis≥awa Maczka 1a;PoznaÒ;60-651;12:00-21:00;16.9129314;52.4242808
4437789505;Pizzeria Italia;no data;Deptak PKS 1;Szamotu≥y;64-500;no data;16.5826406;52.6130999
4438159022;Karczma u Polowacy;no data; ;no data;no data;Mo-Su 12:00-22:00;20.4683634;49.4265097
4438159023;Pizzeria Calabria;no data; ;no data;no data;no data;19.951935;49.6101806
4438341564;Gospoda Magurska;no data; ;no data;no data;no data;21.2531101;49.5611405
4440183590;Sjesta;http://sjestawrzesnia.pl/; ;no data;no data;"Mo-Th 10:00-21:00; Fr-Sa 10:00-22:00; Su 12:00-21:00";17.5681484;52.3231354
4440366289;Krowarzywa;https://krowarzywa.pl/en/; ;no data;no data;Mo-Su 12:00-23:00;19.9372985;50.0635169
4440502997;Ratuszowa;no data; ;no data;no data;Mo-Su,PH 12:00-19:00;15.2895962;51.1204588
4440760689;Vegab Vegetarian Restaurant;https://www.vegab.pl/;Starowiúlna 8;no data;no data;"Mo-Th 11:00-22:00; Fr,Sa 11:00-24:00; Su 11:00-21:00";19.9436225;50.0583075
4440919490;Marmolada;http://marmoladarestauracja.pl/pl/;Grodzka 5;no data;no data;Mo-Su 12:00-23:00;19.9375996;50.0599879
4441336633;"Zajazd Rybacki ""Z≥oty Karpik""";https://www.zlotykarpik.pl/karpik,98,gastronomia; ;no data;no data;no data;21.0562973;51.3589673
4441692173;Shaolin Sushi & Wok;no data; ;no data;no data;no data;20.9739957;52.2213076
4442587181;Benihana;no data;Twarda 4;Warszawa;00-105;no data;21.0017764;52.2356584
4443733915;ØÛ≥ty Lotos III;http://zoltylotos.pl/;Jana Paw≥a II 1;TomaszÛw Mazowiecki;97-200;no data;20.0052847;51.5273272
4445606590;Bar Grodzki;no data;Grodzka 47-4;no data;no data;"Mo-Sa 09:00-19:00; Su 10:00-19:00";19.9380168;50.0574575
4446236527;Bar Micha;no data;Zas≥uczaÒska 2;Øerniki Wroc≥awskie;52-050;"Mo-Sa 7:40-19:00; Su 10:00-19:00";17.0617671;51.0396941
4446310689;Karczma Dunajec;http://karczmadunajec.pl; ;no data;no data;Mo-Su 10:00-23:00;20.4286765;49.4417879
4446595662;Pizzeria Zodiak;no data; ;no data;no data;no data;22.4157428;50.2607629
4447100089;Piwiarnia;no data; ;no data;no data;no data;21.7706291;49.68917
4447996489;U Notariusza;no data; ;no data;no data;no data;19.4684148;51.7715148
4448000518;Piwnica SmakÛw;no data; ;no data;no data;no data;19.4712726;51.7718702
4448343602;Pizzeria Margherita;no data;Krupnicza 10;Wroc≥aw;50-075;no data;17.0266066;51.1078686
4449406802;Polskie Smaki;no data;åwiÍtego Tomasza 7;no data;no data;Mo-Su 09:00-22:00;19.9370649;50.0636276
4449530406;Kamyczek;no data;19;no data;12-220;no data;21.6281173;53.7544958
4450379291;Rucola;no data; ;no data;no data;no data;16.8582198;54.5821928
4450644997;Ucieranie treúci;no data; ;no data;no data;no data;20.7983605;52.1653831
4450708292;Restauracja Corrado;no data; ;no data;no data;no data;20.7991189;52.1576883
4450831567;Agrojustynka;no data; ;no data;no data;no data;16.4439986;50.776825
4451451696;Lastoria;http://www.pizza-lastoria.pl; ;no data;no data;no data;21.8902813;49.667997
4451686541;Kuznia Smaku;no data;Plac Ratuszowy 34;Jelenia GÛra;58-500;no data;15.7352396;50.9033109
4451854407;Antalia Kebab;no data;Rynek 1/3d;LubaczÛw;37-600;no data;23.1230008;50.158033
4452122953;Best Pizza Giovana;http://bestpizzagiovana.pl/;Jana III Sobieskiego 13;Rybnik;44-200;"Mo 13:00-22:00; Tu-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 13:00-22:00";18.5433964;50.0970294
4452122954;Pizzeria Da Grasso;https://www.dagrasso.pl/rybnik;Wysoka 25;Rybnik;44-200;"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:59; Su 12:00-22:00";18.5464462;50.0958866
4452136423;Tivoli;no data; ;no data;no data;no data;16.9201805;52.3970848
4453041411;Pizzeria Fantazja;http://www.pizza-fantazja.pl/;121;no data;07-402;mo-fr 11:00-22:00, sa-su 14:00-22:00;21.4409282;53.1552032
4453943912;Flamingo;no data; ;no data;no data;no data;15.4865682;51.9536185
4455407589;Bar u Daniela;http://www.barudaniela.pl;Lotnicza 34A;Banino;80-297;"Mo-Su 10:00-21:00; May-Sep 10:00-22:00";18.4096381;54.3920629
4456104091;Orient Stop;no data;Aleja Marsza≥ka JÛzefa Pi≥sudskiego 4c;Øywiec;34-300;Mo-Su 10:00-22:00;19.2046211;49.6916915
4457125655;Q&B;no data;Gustawa Morcinka 5 lok. 30-31;Warszawa;01-496;"Mo-Sa 12:00-21:00; Su 12:00-20:00";20.9205185;52.2606694
4457210510;Restauracja Siedem KotÛw;no data; ;no data;no data;no data;20.0147798;49.2894152
4457595170;Pizzeria Diversita;no data;Pucka 34;Mrzezino;84-123;"Mo 13:00-22:00; Tu-Th 11:00-22:00; Fr 11:00-23:00; Sa 11:00-24:00; Su 12:00-22:00";18.4211815;54.6580528
4458618894;Kabaczek;www.kabaczek.fajnewczasy.com;Boles≥awa Chrobrego 13a;Ustronie Morskie;78-111;no data;15.7503619;54.2140625
4459081174;Wolska Ferajna;no data;Ch≥odna 35/37;Warszawa;no data;no data;20.9870113;52.2365482
4460324590;Manufaktura;no data;Podmiejska 18;no data;41-933;no data;18.8813967;50.3922571
4460491391;Smaki Gruzji;no data;JÛzefa Dietla 33;no data;33-332;"Sa-Su 12:00-22:00; Mo-Fr 12:00-21:00";19.9409927;50.0506899
4460531051;Z imbirem;no data; ;no data;no data;"Mo-Fr 08:30-15:30; Sa,Su off";20.947523;52.2258319
4460668107;Zajazd Zazamcze;no data; 1b;no data;32-047;Mo-Su 09:00-21:00;19.8352088;50.2167951
